namespace,subgroup,class,threshold_base,threshold_star,pr_all_base,precision_all_base,pr_group_base,precision_group_base,pr_group_star,precision_group_star,npos_group_base,npos_group_star,tp_group_base,fp_group_base,tp_group_star,fp_group_star
age,age_young,Anal,0.5,0.23,0.13766666666666666,0.9709443099273608,0.1234240212342402,0.9731182795698925,0.12475116124751161,0.9680851063829787,186,188,181,5,182,6
race_ethnicity,white,Asian,0.5,0.6900000000000001,0.09616666666666666,0.9913344887348353,0.006955513693667584,0.9791666666666666,0.006810607158382843,1.0,48,47,47,1,47,0
race_ethnicity,asian,Asian,0.5,1.0,0.09616666666666666,0.9913344887348353,0.9838022165387894,0.9913344887348353,0.09718670076726342,0.9912280701754386,1154,114,1144,10,113,1
race_ethnicity,black,Asian,0.5,0.28,0.09616666666666666,0.9913344887348353,0.06478260869565218,0.9798657718120806,0.06478260869565218,0.9798657718120806,149,149,146,3,146,3
race_ethnicity,mixed_or_other,Asian,0.5,0.14,0.09616666666666666,0.9913344887348353,0.02570694087403599,1.0,0.02570694087403599,1.0,30,30,30,0,30,0
race_ethnicity,latina,Asian,0.5,0.6900000000000001,0.09616666666666666,0.9913344887348353,0.007177033492822967,0.8333333333333334,0.005980861244019139,1.0,6,5,5,1,5,0
gender,gender_female,Asian,0.5,0.32,0.09616666666666666,0.9913344887348353,0.09542656112576957,0.9953917050691244,0.09630606860158311,0.9908675799086758,217,219,216,1,217,2
gender,gender_male,Asian,0.5,0.99,0.09616666666666666,0.9913344887348353,0.16216216216216217,1.0,0.13513513513513514,1.0,30,25,30,0,25,0
sexuality,sexuality_lesbian,Asian,0.5,0.14,0.09616666666666666,0.9913344887348353,0.04597701149425287,0.9791666666666666,0.04693486590038314,0.9795918367346939,48,49,47,1,48,1
nationality,europe,Asian,0.5,0.99,0.09616666666666666,0.9913344887348353,0.00966183574879227,0.9166666666666666,0.00322061191626409,1.0,12,4,11,1,4,0
nationality,africa,Asian,0.5,0.04,0.09616666666666666,0.9913344887348353,0.02631578947368421,1.0,0.02631578947368421,1.0,10,10,10,0,10,0
nationality,east_asian,Asian,0.5,1.0,0.09616666666666666,0.9913344887348353,0.9920993227990971,0.9965870307167235,0.1072234762979684,1.0,879,95,876,3,95,0
nationality,south_asian,Asian,0.5,0.03,0.09616666666666666,0.9913344887348353,0.0078125,1.0,0.0078125,1.0,1,1,1,0,1,0
hair_color,blonde,Asian,0.5,0.6900000000000001,0.09616666666666666,0.9913344887348353,0.01112797167425392,0.9772727272727273,0.010622154779969651,1.0,44,42,43,1,42,0
hair_color,brunette,Asian,0.5,0.99,0.09616666666666666,0.9913344887348353,0.1477253928866832,0.9988801791713325,0.11679073614557485,1.0,893,706,892,1,706,0
hair_color,redhead,Asian,0.5,0.07,0.09616666666666666,0.9913344887348353,0.0341047503045067,1.0,0.0341047503045067,1.0,28,28,28,0,28,0
age,age_mature,Asian,0.5,0.27,0.09616666666666666,0.9913344887348353,0.043331076506431955,0.9921875,0.044008124576844956,0.9923076923076923,128,130,127,1,129,1
age,age_young,Asian,0.5,0.77,0.09616666666666666,0.9913344887348353,0.058394160583941604,0.9772727272727273,0.05706702057067021,0.9883720930232558,88,86,86,2,85,1
race_ethnicity,white,Big Tits,0.5,0.97,0.3914166666666667,0.9829678518203109,0.4350094189247935,0.9923384410393071,0.3918272714099406,0.9988905325443787,3002,2704,2979,23,2701,3
race_ethnicity,asian,Big Tits,0.5,0.01,0.3914166666666667,0.9829678518203109,0.23529411764705882,1.0,0.3290707587382779,0.7150259067357513,276,386,276,0,276,110
race_ethnicity,black,Big Tits,0.5,0.97,0.3914166666666667,0.9829678518203109,0.4469565217391304,0.9824902723735408,0.39521739130434785,0.9966996699669967,1028,909,1010,18,906,3
race_ethnicity,mixed_or_other,Big Tits,0.5,0.97,0.3914166666666667,0.9829678518203109,0.4190231362467866,0.9897750511247444,0.3873179091688089,1.0,489,452,484,5,452,0
race_ethnicity,latina,Big Tits,0.5,0.98,0.3914166666666667,0.9829678518203109,0.5035885167464115,0.9881235154394299,0.41626794258373206,0.9971264367816092,421,348,416,5,347,1
gender,gender_female,Big Tits,0.5,0.07,0.3914166666666667,0.9829678518203109,0.3759894459102902,0.9695906432748538,0.3896218117854002,0.9390519187358917,855,886,829,26,832,54
gender,gender_male,Big Tits,0.5,0.04,0.3914166666666667,0.9829678518203109,0.34594594594594597,0.984375,0.3837837837837838,0.9154929577464789,64,71,63,1,65,6
sexuality,sexuality_lesbian,Big Tits,0.5,0.98,0.3914166666666667,0.9829678518203109,0.5114942528735632,0.9943820224719101,0.3975095785440613,1.0,534,415,531,3,415,0
nationality,europe,Big Tits,0.5,0.92,0.3914166666666667,0.9829678518203109,0.41223832528180354,0.98046875,0.39371980676328505,0.9979550102249489,512,489,502,10,488,1
nationality,africa,Big Tits,0.5,0.89,0.3914166666666667,0.9829678518203109,0.40789473684210525,0.9870967741935484,0.39210526315789473,1.0,155,149,153,2,149,0
nationality,east_asian,Big Tits,0.5,0.01,0.3914166666666667,0.9829678518203109,0.19187358916478556,1.0,0.2832957110609481,0.6772908366533864,170,251,170,0,170,81
nationality,south_asian,Big Tits,0.5,0.01,0.3914166666666667,0.9829678518203109,0.1328125,0.9411764705882353,0.3984375,0.3137254901960784,17,51,16,1,16,35
hair_color,blonde,Big Tits,0.5,0.98,0.3914166666666667,0.9829678518203109,0.4633282751643905,0.9890829694323144,0.4076884167931209,0.9962779156327544,1832,1612,1812,20,1606,6
hair_color,brunette,Big Tits,0.5,0.06,0.3914166666666667,0.9829678518203109,0.37899090157154675,0.9860323003055435,0.3899090157154673,0.9592702588035639,2291,2357,2259,32,2261,96
hair_color,redhead,Big Tits,0.5,0.97,0.3914166666666667,0.9829678518203109,0.4945188794153471,0.9876847290640394,0.39707673568818513,0.9969325153374233,406,326,401,5,325,1
age,age_mature,Big Tits,0.5,0.99,0.3914166666666667,0.9829678518203109,0.6675693974272173,0.986815415821501,0.508124576844956,0.9986675549633578,1972,1501,1946,26,1499,2
age,age_young,Big Tits,0.5,0.01,0.3914166666666667,0.9829678518203109,0.2534837425348374,0.9528795811518325,0.39416058394160586,0.6195286195286195,382,594,364,18,368,226
race_ethnicity,white,Blonde,0.5,0.99,0.322,0.9891304347826086,0.4434139979713085,0.9973856209150327,0.292421388204608,1.0,3060,2018,3052,8,2018,0
race_ethnicity,asian,Blonde,0.5,0.1,0.322,0.9891304347826086,0.041773231031543054,1.0,0.042625745950554135,0.98,49,50,49,0,49,1
race_ethnicity,black,Blonde,0.5,0.02,0.322,0.9891304347826086,0.1973913043478261,1.0,0.3182608695652174,0.6215846994535519,454,732,454,0,455,277
race_ethnicity,mixed_or_other,Blonde,0.5,0.97,0.322,0.9891304347826086,0.3607540702656384,1.0,0.31790916880891174,1.0,421,371,421,0,371,0
race_ethnicity,latina,Blonde,0.5,0.02,0.322,0.9891304347826086,0.1519138755980861,0.9921259842519685,0.3361244019138756,0.45195729537366547,127,281,126,1,127,154
gender,gender_female,Blonde,0.5,0.04,0.322,0.9891304347826086,0.26649076517150394,0.9818481848184818,0.3197009674582234,0.8404401650618982,606,727,595,11,611,116
gender,gender_male,Blonde,0.5,0.07,0.322,0.9891304347826086,0.31891891891891894,1.0,0.32432432432432434,1.0,59,60,59,0,60,0
sexuality,sexuality_lesbian,Blonde,0.5,0.98,0.322,0.9891304347826086,0.5316091954022989,0.9927927927927928,0.36015325670498083,1.0,555,376,551,4,376,0
nationality,europe,Blonde,0.5,0.9400000000000001,0.322,0.9891304347826086,0.37037037037037035,0.9934782608695653,0.32689210950080516,1.0,460,406,457,3,406,0
nationality,africa,Blonde,0.5,0.98,0.322,0.9891304347826086,0.4763157894736842,0.994475138121547,0.34210526315789475,1.0,181,130,180,1,130,0
nationality,east_asian,Blonde,0.5,0.12,0.322,0.9891304347826086,0.007900677200902935,1.0,0.007900677200902935,1.0,7,7,7,0,7,0
nationality,south_asian,Blonde,0.5,0.06,0.322,0.9891304347826086,0.046875,1.0,0.046875,1.0,6,6,6,0,6,0
hair_color,blonde,Blonde,0.5,0.99,0.322,0.9891304347826086,0.9772382397572079,0.9891304347826086,0.5816894284269094,1.0,3864,2300,3822,42,2300,0
hair_color,brunette,Blonde,0.5,0.31,0.322,0.9891304347826086,0.12588916459884203,0.9908015768725361,0.12622001654259718,0.9882044560943644,761,763,754,7,754,9
hair_color,redhead,Blonde,0.5,0.03,0.322,0.9891304347826086,0.1510353227771011,0.967741935483871,0.3118148599269184,0.46875,124,256,120,4,120,136
age,age_mature,Blonde,0.5,0.98,0.322,0.9891304347826086,0.4414353419092756,0.9915644171779141,0.35409614082599866,0.9990439770554493,1304,1046,1293,11,1045,1
age,age_young,Blonde,0.5,0.06,0.322,0.9891304347826086,0.28002654280026545,0.976303317535545,0.31984074319840744,0.8838174273858921,422,482,412,10,426,56
race_ethnicity,white,Blowjob,0.5,0.93,0.5569166666666666,0.9977554990273829,0.6181712795247065,0.9992967651195499,0.5629618895812201,1.0,4266,3885,4263,3,3885,0
race_ethnicity,asian,Blowjob,0.5,0.92,0.5569166666666666,0.9977554990273829,0.6427962489343564,0.9973474801061007,0.5635123614663257,1.0,754,661,752,2,661,0
race_ethnicity,black,Blowjob,0.5,0.91,0.5569166666666666,0.9977554990273829,0.6217391304347826,0.9979020979020979,0.561304347826087,1.0,1430,1291,1427,3,1291,0
race_ethnicity,mixed_or_other,Blowjob,0.5,0.96,0.5569166666666666,0.9977554990273829,0.739502999143102,0.9988412514484357,0.5775492716366752,1.0,863,674,862,1,674,0
race_ethnicity,latina,Blowjob,0.5,0.8300000000000001,0.5569166666666666,0.9977554990273829,0.5992822966507177,0.998003992015968,0.5598086124401914,1.0,501,468,500,1,468,0
gender,gender_female,Blowjob,0.5,0.01,0.5569166666666666,0.9977554990273829,0.20448548812664907,0.9978494623655914,0.2805628847845207,0.7758620689655172,465,638,464,1,495,143
gender,gender_male,Blowjob,0.5,0.87,0.5569166666666666,0.9977554990273829,0.6486486486486487,1.0,0.5621621621621622,1.0,120,104,120,0,104,0
sexuality,sexuality_lesbian,Blowjob,0.5,0.09,0.5569166666666666,0.9977554990273829,0.022988505747126436,1.0,0.023946360153256706,1.0,24,25,24,0,25,0
nationality,europe,Blowjob,0.5,0.72,0.5569166666666666,0.9977554990273829,0.5692431561996779,0.9971711456859972,0.5555555555555556,1.0,707,690,705,2,690,0
nationality,africa,Blowjob,0.5,0.91,0.5569166666666666,0.9977554990273829,0.6710526315789473,1.0,0.5578947368421052,1.0,255,212,255,0,212,0
nationality,east_asian,Blowjob,0.5,0.9400000000000001,0.5569166666666666,0.9977554990273829,0.6738148984198645,0.998324958123953,0.5440180586907449,1.0,597,482,596,1,482,0
nationality,south_asian,Blowjob,0.5,0.01,0.5569166666666666,0.9977554990273829,0.203125,1.0,0.3203125,0.6585365853658537,26,41,26,0,27,14
hair_color,blonde,Blowjob,0.5,0.88,0.5569166666666666,0.9977554990273829,0.5882650480526049,0.9995700773860705,0.5576631259484067,1.0,2326,2205,2325,1,2205,0
hair_color,brunette,Blowjob,0.5,0.87,0.5569166666666666,0.9977554990273829,0.5895781637717121,0.9983164983164983,0.556989247311828,1.0,3564,3367,3558,6,3367,0
hair_color,redhead,Blowjob,0.5,0.06,0.5569166666666666,0.9977554990273829,0.5006090133982948,0.9975669099756691,0.5517661388550548,0.9359823399558499,411,453,410,1,424,29
age,age_mature,Blowjob,0.5,0.18,0.5569166666666666,0.9977554990273829,0.5443466486120515,0.9975124378109452,0.5565335138794855,0.9896593673965937,1608,1644,1604,4,1627,17
age,age_young,Blowjob,0.5,0.04,0.5569166666666666,0.9977554990273829,0.49037823490378235,0.9972936400541272,0.5587259455872594,0.9144893111638955,739,842,737,2,770,72
race_ethnicity,white,Cumshot,0.5,0.12,0.10475,0.9777247414478918,0.08114765975945515,0.9910714285714286,0.0827416316475873,0.9772329246935202,560,571,555,5,558,13
race_ethnicity,asian,Cumshot,0.5,0.25,0.10475,0.9777247414478918,0.0792838874680307,0.989247311827957,0.08269394714407502,0.979381443298969,93,97,92,1,95,2
race_ethnicity,black,Cumshot,0.5,0.23,0.10475,0.9777247414478918,0.08434782608695653,0.9896907216494846,0.0891304347826087,0.975609756097561,194,205,192,2,200,5
race_ethnicity,mixed_or_other,Cumshot,0.5,0.08,0.10475,0.9777247414478918,0.08483290488431877,0.98989898989899,0.08911739502999143,0.9807692307692307,99,104,98,1,102,2
race_ethnicity,latina,Cumshot,0.5,0.51,0.10475,0.9777247414478918,0.10645933014354067,0.9662921348314607,0.10526315789473684,0.9659090909090909,89,88,86,3,85,3
gender,gender_female,Cumshot,0.5,0.34,0.10475,0.9777247414478918,0.0395778364116095,0.9444444444444444,0.04221635883905013,0.9479166666666666,90,96,85,5,91,5
gender,gender_male,Cumshot,0.5,0.99,0.10475,0.9777247414478918,0.17297297297297298,0.9375,0.0972972972972973,0.9444444444444444,32,18,30,2,17,1
sexuality,sexuality_lesbian,Cumshot,0.5,0.97,0.10475,0.9777247414478918,0.0028735632183908046,1.0,0.0,,3,0,3,0,0,0
nationality,europe,Cumshot,0.5,0.32,0.10475,0.9777247414478918,0.09742351046698873,0.9669421487603306,0.09903381642512077,0.967479674796748,121,123,117,4,119,4
nationality,africa,Cumshot,0.5,0.39,0.10475,0.9777247414478918,0.07105263157894737,0.9629629629629629,0.07368421052631578,0.9642857142857143,27,28,26,1,27,1
nationality,east_asian,Cumshot,0.5,0.07,0.10475,0.9777247414478918,0.07787810383747178,0.9855072463768116,0.07900677200902935,0.9714285714285714,69,70,68,1,68,2
nationality,south_asian,Cumshot,0.5,0.03,0.10475,0.9777247414478918,0.0390625,1.0,0.0546875,1.0,5,7,5,0,7,0
hair_color,blonde,Cumshot,0.5,0.44,0.10475,0.9777247414478918,0.10343955488113303,0.9853300733496333,0.10495700556398584,0.980722891566265,409,415,403,6,407,8
hair_color,brunette,Cumshot,0.5,0.41000000000000003,0.10475,0.9777247414478918,0.09214226633581472,0.9838420107719928,0.09363110008271298,0.9770318021201413,557,566,548,9,553,13
hair_color,redhead,Cumshot,0.5,0.27,0.10475,0.9777247414478918,0.0779537149817296,0.96875,0.07917174177831912,0.9692307692307692,64,65,62,2,63,2
age,age_mature,Cumshot,0.5,0.63,0.10475,0.9777247414478918,0.10765064319566689,0.9716981132075472,0.1049424509140149,0.9741935483870968,318,310,309,9,302,8
age,age_young,Cumshot,0.5,0.87,0.10475,0.9777247414478918,0.1234240212342402,0.9623655913978495,0.10484406104844061,0.9746835443037974,186,158,179,7,154,4
race_ethnicity,white,Fetish,0.5,0.34,0.06275,0.9017264276228419,0.03550210114476163,0.9387755102040817,0.036951166497609045,0.9019607843137255,245,255,230,15,230,25
race_ethnicity,asian,Fetish,0.5,0.25,0.06275,0.9017264276228419,0.0196078431372549,0.9565217391304348,0.020460358056265986,0.9166666666666666,23,24,22,1,22,2
race_ethnicity,black,Fetish,0.5,0.21,0.06275,0.9017264276228419,0.04,0.9347826086956522,0.041304347826086954,0.9052631578947369,92,95,86,6,86,9
race_ethnicity,mixed_or_other,Fetish,0.5,0.04,0.06275,0.9017264276228419,0.04798628963153385,0.9285714285714286,0.049700085689802914,0.896551724137931,56,58,52,4,52,6
race_ethnicity,latina,Fetish,0.5,0.6900000000000001,0.06275,0.9017264276228419,0.03708133971291866,0.8387096774193549,0.034688995215311005,0.8620689655172413,31,29,26,5,25,4
gender,gender_female,Fetish,0.5,0.33,0.06275,0.9017264276228419,0.06596306068601583,0.94,0.06904133685136324,0.9044585987261147,150,157,141,9,142,15
gender,gender_male,Fetish,0.5,0.04,0.06275,0.9017264276228419,0.04864864864864865,0.8888888888888888,0.04864864864864865,0.8888888888888888,9,9,8,1,8,1
sexuality,sexuality_lesbian,Fetish,0.5,0.99,0.06275,0.9017264276228419,0.11973180076628352,0.984,0.09578544061302682,1.0,125,100,123,2,100,0
nationality,europe,Fetish,0.5,0.98,0.06275,0.9017264276228419,0.09581320450885668,0.9327731092436975,0.06924315619967794,1.0,119,86,111,8,86,0
nationality,africa,Fetish,0.5,0.04,0.06275,0.9017264276228419,0.07105263157894737,0.9629629629629629,0.07631578947368421,0.896551724137931,27,29,26,1,26,3
nationality,east_asian,Fetish,0.5,0.14,0.06275,0.9017264276228419,0.01580135440180587,1.0,0.01805869074492099,0.875,14,16,14,0,14,2
nationality,south_asian,Fetish,0.5,0.8200000000000001,0.06275,0.9017264276228419,0.0078125,0.0,0.0,,1,0,0,1,0,0
hair_color,blonde,Fetish,0.5,0.21,0.06275,0.9017264276228419,0.05260495700556399,0.9471153846153846,0.05538694992412747,0.9041095890410958,208,219,197,11,198,21
hair_color,brunette,Fetish,0.5,0.4,0.06275,0.9017264276228419,0.04367245657568238,0.9090909090909091,0.04400330851943755,0.9022556390977443,264,266,240,24,240,26
hair_color,redhead,Fetish,0.5,0.56,0.06275,0.9017264276228419,0.06577344701583435,0.9074074074074074,0.06455542021924482,0.9056603773584906,54,53,49,5,48,5
age,age_mature,Fetish,0.5,0.6900000000000001,0.06275,0.9017264276228419,0.06093432633716994,0.8777777777777778,0.05856465809072444,0.9017341040462428,180,173,158,22,156,17
age,age_young,Fetish,0.5,0.77,0.06275,0.9017264276228419,0.0710019907100199,0.8317757009345794,0.062375580623755804,0.8723404255319149,107,94,89,18,82,12
race_ethnicity,white,Group,0.5,0.97,0.08383333333333333,0.9572564612326043,0.09650775249963774,0.972972972972973,0.08563976235328213,1.0,666,591,648,18,591,0
race_ethnicity,asian,Group,0.5,0.99,0.08383333333333333,0.9572564612326043,0.17050298380221654,0.915,0.12531969309462915,0.9863945578231292,200,147,183,17,145,2
race_ethnicity,black,Group,0.5,0.99,0.08383333333333333,0.9572564612326043,0.11217391304347826,0.9612403100775194,0.08217391304347826,0.9947089947089947,258,189,248,10,188,1
race_ethnicity,mixed_or_other,Group,0.5,0.99,0.08383333333333333,0.9572564612326043,0.12339331619537275,0.9375,0.0805484147386461,0.9893617021276596,144,94,135,9,93,1
race_ethnicity,latina,Group,0.5,0.15,0.08383333333333333,0.9572564612326043,0.05502392344497608,0.9782608695652174,0.056220095693779906,0.9574468085106383,46,47,45,1,45,2
gender,gender_female,Group,0.5,0.34,0.08383333333333333,0.9572564612326043,0.031222515391380826,0.9577464788732394,0.031222515391380826,0.9577464788732394,71,71,68,3,68,3
gender,gender_male,Group,0.5,0.97,0.08383333333333333,0.9572564612326043,0.11351351351351352,0.9047619047619048,0.0918918918918919,1.0,21,17,19,2,17,0
sexuality,sexuality_lesbian,Group,0.5,0.12,0.08383333333333333,0.9572564612326043,0.018199233716475097,1.0,0.019157088122605363,0.95,19,20,19,0,19,1
nationality,europe,Group,0.5,0.99,0.08383333333333333,0.9572564612326043,0.11030595813204509,0.9927007299270073,0.07971014492753623,1.0,137,99,136,1,99,0
nationality,africa,Group,0.5,0.2,0.08383333333333333,0.9572564612326043,0.05789473684210526,0.9545454545454546,0.05789473684210526,0.9545454545454546,22,22,21,1,21,1
nationality,east_asian,Group,0.5,0.99,0.08383333333333333,0.9572564612326043,0.208803611738149,0.9081081081081082,0.15349887133182843,0.9852941176470589,185,136,168,17,134,2
nationality,south_asian,Group,0.5,0.08,0.08383333333333333,0.9572564612326043,0.0234375,1.0,0.0234375,1.0,3,3,3,0,3,0
hair_color,blonde,Group,0.5,0.98,0.08383333333333333,0.9572564612326043,0.10166919575113809,0.972636815920398,0.08295397066262013,0.9969512195121951,402,328,391,11,327,1
hair_color,brunette,Group,0.5,0.98,0.08383333333333333,0.9572564612326043,0.10901571546732837,0.9590288315629742,0.09048800661703887,0.9945155393053017,659,547,632,27,544,3
hair_color,redhead,Group,0.5,0.98,0.08383333333333333,0.9572564612326043,0.10962241169305725,0.9777777777777777,0.08891595615103533,1.0,90,73,88,2,73,0
age,age_mature,Group,0.5,0.98,0.08383333333333333,0.9572564612326043,0.1046039268788084,0.9676375404530745,0.08395396073121192,0.9919354838709677,309,248,299,10,246,2
age,age_young,Group,0.5,0.28,0.08383333333333333,0.9572564612326043,0.04844061048440611,0.9726027397260274,0.0491041804910418,0.9594594594594594,73,74,71,2,71,3
race_ethnicity,white,Interracial,0.5,0.98,0.08641666666666667,0.9864995178399228,0.0988262570641936,0.9912023460410557,0.08810317345312274,1.0,682,608,676,6,608,0
race_ethnicity,asian,Interracial,0.5,0.03,0.08641666666666667,0.9864995178399228,0.030690537084398978,1.0,0.03154305200341006,0.972972972972973,36,37,36,0,36,1
race_ethnicity,black,Interracial,0.5,1.0,0.08641666666666667,0.9864995178399228,0.32521739130434785,0.9866310160427807,0.01391304347826087,1.0,748,32,738,10,32,0
race_ethnicity,mixed_or_other,Interracial,0.5,1.0,0.08641666666666667,0.9864995178399228,0.8886032562125107,0.9864995178399228,0.06855184233076264,1.0,1037,80,1023,14,80,0
race_ethnicity,latina,Interracial,0.5,0.97,0.08641666666666667,0.9864995178399228,0.10167464114832536,1.0,0.08253588516746412,1.0,85,69,85,0,69,0
gender,gender_female,Interracial,0.5,0.8200000000000001,0.08641666666666667,0.9864995178399228,0.029023746701846966,0.9545454545454546,0.027704485488126648,0.9841269841269841,66,63,63,3,62,1
gender,gender_male,Interracial,0.5,0.09,0.08641666666666667,0.9864995178399228,0.08108108108108109,1.0,0.08108108108108109,1.0,15,15,15,0,15,0
sexuality,sexuality_lesbian,Interracial,0.5,0.03,0.08641666666666667,0.9864995178399228,0.05172413793103448,0.9814814814814815,0.05172413793103448,0.9814814814814815,54,54,53,1,53,1
nationality,europe,Interracial,0.5,0.55,0.08641666666666667,0.9864995178399228,0.043478260869565216,0.9629629629629629,0.04186795491143317,0.9807692307692307,54,52,52,2,51,1
nationality,africa,Interracial,0.5,0.98,0.08641666666666667,0.9864995178399228,0.10263157894736842,1.0,0.0868421052631579,1.0,39,33,39,0,33,0
